address,district,rooms,size,level,max_levels,price,lat,lng,price_per_sqm
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,52.0,1,5,28000,41.2797359,69.1670599,538.4615384615385
"город Ташкент, Yunusobod район, Юнусабад-11",Yunusobod,2,60.0,3,4,36000,41.3700057,69.2892434,600.0
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,84.0,5,5,48000,41.2797359,69.1670599,571.4285714285714
"город Ташкент, Mirobod район, Миробод",Mirobod,4,100.0,9,9,70000,41.2758912,69.2937133,700.0
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,64.0,1,5,42000,41.2673079,69.2415634,656.25
"город Ташкент, Mirobod район, Нукусская",Mirobod,4,147.0,3,12,132000,41.2910722,69.2769129,897.9591836734694
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,4,95.0,4,4,60000,41.3245206,69.2773236,631.578947368421
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,40.0,4,5,30000,41.2814223,69.1760005,750.0
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,68.0,5,5,55000,41.2814223,69.1760005,808.8235294117648
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,70.0,3,4,72000,41.2814223,69.1760005,1028.5714285714287
"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,42.0,2,5,29800,41.2902787,69.1839655,709.5238095238095
"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,42.0,4,5,28500,41.2902787,69.1839655,678.5714285714286
"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,3,70.0,2,4,68000,41.281265,69.1879213,971.4285714285714
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,47.0,3,4,33000,41.2924208,69.1737654,702.1276595744681
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,2,48.0,2,4,40500,41.2770171,69.1909015,843.75
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,45.0,1,4,38500,41.2894422,69.2058023,855.5555555555555
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,43.0,5,9,35000,41.2948119,69.2087824,813.953488372093
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,2,47.0,3,4,38000,41.2770171,69.1909015,808.5106382978723
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,65.0,1,4,45500,41.274633,69.200587,700.0
"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,3,75.0,7,9,39500,41.3326551,69.3689542,526.6666666666666
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,1,35.0,3,4,36500,41.2847707,69.2288981,1042.857142857143
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,2,47.0,4,4,29500,41.274633,69.200587,627.6595744680851
"город Ташкент, Mirzo Ulugbek район, 2-й Паркентский проезд",Mirzo Ulugbek,3,75.0,5,9,41500,41.3169199,69.3279791,553.3333333333334
"город Ташкент, Yunusobod район, Юнусабад 14-й квартал",Yunusobod,4,98.0,3,5,80000,41.3709551,69.307123,816.3265306122449
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,64.0,2,3,43500,41.2807837,69.223683,679.6875
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,3,70.0,4,4,45000,41.2901628,69.1968618,642.8571428571429
"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",Mirzo Ulugbek,2,45.0,1,5,38000,41.3292204,69.3473509,844.4444444444445
"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,3,98.0,9,9,45000,41.260048,69.162198,459.18367346938777
"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,2,28.52,1,4,30000,41.3597078,69.2094809,1051.8934081346424
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,2,42.0,4,5,29200,41.2867929,69.1789807,695.2380952380952
"город Ташкент, Mirobod район, жилой комплекс Эльбек",Mirobod,4,200.0,4,5,125000,41.3466485,69.3328133,625.0
"город Ташкент, Olmzor район, Зиёвуддина Бобохонова",Olmzor,2,75.0,4,9,41500,41.3645355,69.2281531,553.3333333333334
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,120.0,6,9,84000,41.295316,69.275364,700.0
"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,1,29.0,7,9,15682,41.2638329,69.2254764,540.7586206896551
"город Ташкент, Yashnobod район, 40-",Yashnobod,1,21.0,4,9,11500,41.286283,69.3235123,547.6190476190476
"город Ташкент, Mirzo Ulugbek район, Феруза,Северо Восток",Mirzo Ulugbek,3,75.0,2,4,43000,41.3292204,69.3473509,573.3333333333334
"город Ташкент, Yunusobod район, Киёт",Yunusobod,5,254.0,1,8,285000,41.3245206,69.2773236,1122.0472440944882
"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",Mirzo Ulugbek,3,94.0,2,5,67000,41.3318205,69.3644846,712.7659574468086
"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",Yunusobod,2,51.0,9,9,37002,41.3707855,69.3190425,725.5294117647059
"город Ташкент, Mirzo Ulugbek район, Элобод",Mirzo Ulugbek,4,90.0,4,4,61000,41.3239567,69.2232092,677.7777777777778
"город Ташкент, Mirzo Ulugbek район, Саёхат",Mirzo Ulugbek,4,100.0,5,9,75000,41.3238119,69.3398726,750.0
"город Ташкент, Mirzo Ulugbek район, Северо Восток,Феруза",Mirzo Ulugbek,4,90.0,3,4,69999,41.3292204,69.3473509,777.7666666666667
"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,3,100.0,3,4,127000,41.3086111,69.2691667,1270.0
"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,4,149.0,2,8,209000,41.2638329,69.2254764,1402.6845637583892
"город Ташкент, Yashnobod район, 1-й проезд Алимкент",Yashnobod,2,50.0,1,4,42000,41.290228,69.3289081,840.0
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,70.0,4,5,41500,41.2902787,69.1839655,592.8571428571429
"город Ташкент, Yunusobod район, Юнусабад 7-й квартал",Yunusobod,2,50.0,4,4,32000,41.3716355,69.2691287,640.0
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,1,38.0,4,4,26500,41.314662,69.293391,697.3684210526316
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,60.0,4,4,45000,41.2876117,69.2454228,750.0
"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",Yunusobod,2,60.0,3,5,47000,41.3707855,69.3190425,783.3333333333334
"город Ташкент, Mirobod район, Истикбол",Mirobod,3,76.0,3,4,71000,41.3064081,69.2844798,934.2105263157895
"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",Mirobod,3,75.0,6,9,60000,41.3051824,69.2638823,800.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,6,145.0,1,9,142000,41.2818558,69.2552666,979.3103448275862
"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,2,56.0,4,4,41000,41.374408,69.2771853,732.1428571428571
"город Ташкент, Shayhontohur район, 1-й проезд Лабзак",Shayhontohur,1,42.0,2,4,36500,41.327974,69.2611824,869.047619047619
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,39.0,4,5,24500,41.2673079,69.2415634,628.2051282051282
"город Ташкент, Yunusobod район, Юнусабад 13-й квартал",Yunusobod,2,50.0,3,4,45000,41.3692799,69.2981832,900.0
"город Ташкент, Shayhontohur район, Ориентир 1 Горбольница",Shayhontohur,5,120.0,3,4,75000,41.3214877,69.2195852,625.0
"город Ташкент, Yunusobod район, Ифтихор",Yunusobod,2,50.0,2,3,32000,41.3455167,69.2766433,640.0
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,63.0,2,4,66000,41.296644,69.275878,1047.6190476190477
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,80.0,6,9,48000,41.3141622,69.2368973,600.0
"город Ташкент, Yunusobod район, Юнусабад 19-й квартал",Yunusobod,2,42.0,4,9,25000,41.3750315,69.3160626,595.2380952380952
"город Ташкент, Shayhontohur район, Уйгур",Shayhontohur,3,95.0,6,9,78000,41.3275402,69.2102725,821.0526315789474
"город Ташкент, Shayhontohur район, жилой комплекс Boulevard Международный деловой центр Tashkent City",Shayhontohur,2,48.0,8,9,69000,41.3167855,69.2444745,1437.5
"город Ташкент, Yunusobod район, Юнусабад 2-й квартал",Yunusobod,2,83.0,2,9,63000,41.3587493,69.2996732,759.0361445783133
"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,3,100.0,3,4,71000,41.281265,69.1879213,710.0
"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,75.0,2,9,66000,41.259418,69.1804708,880.0
"город Ташкент, Shayhontohur район, Международный деловой центр Tashkent City",Shayhontohur,4,125.0,3,9,210000,41.3365221,69.2824454,1680.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,4,105.0,6,9,60000,41.259418,69.1804708,571.4285714285714
"город Ташкент, Chilonzor район, Новза",Chilonzor,4,125.0,6,9,250000,41.2912965,69.2232563,2000.0
"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,2,52.0,5,5,35000,41.2771751,69.1789807,673.0769230769231
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,90.0,3,9,55000,41.2814223,69.1760005,611.1111111111111
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,100.0,9,9,52000,41.2814223,69.1760005,520.0
"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,5,100.0,2,4,68000,41.260048,69.162198,680.0
"город Ташкент, Sergeli район, 1-й проезд 5-й улицы Куприк",Sergeli,2,41.0,4,7,32000,41.210633,69.2281531,780.4878048780488
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,104.0,8,9,94000,41.295316,69.275364,903.8461538461538
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,5,103.0,4,4,48000,41.3550649,69.3585936,466.0194174757282
"город Ташкент, Shayhontohur район, Урда",Shayhontohur,2,31.0,3,3,40000,41.3221852,69.2616787,1290.3225806451612
"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",Mirzo Ulugbek,4,92.0,3,5,62000,41.3318205,69.3644846,673.9130434782609
"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,2,52.0,1,5,53000,41.2770171,69.1909015,1019.2307692307693
"город Ташкент, Shayhontohur район, Хадра",Shayhontohur,3,78.0,3,4,61000,41.3242925,69.2505036,782.0512820512821
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,4,135.0,7,7,85000,41.3051824,69.2638823,629.6296296296297
"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo Ulugbek,2,53.0,1,4,70000,41.3104865,69.2922234,1320.754716981132
"город Ташкент, Mirobod район, Саида Барака",Mirobod,3,75.0,2,4,85000,41.2981824,69.2837907,1133.3333333333333
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,1,38.0,1,5,27000,41.2697288,69.2512486,710.5263157894736
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,83.0,2,4,80000,41.2991561,69.2785087,963.855421686747
"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",Mirobod,4,100.0,5,9,110000,41.3051824,69.2638823,1100.0
"город Ташкент, Chilonzor район, Чиланзар-17",Chilonzor,3,67.0,4,4,34500,41.271386,69.1961168,514.9253731343283
"город Ташкент, Chilonzor район, 1-й проезд А. Тукая",Chilonzor,3,68.0,2,4,46500,41.2636404,69.1711557,683.8235294117648
"город Ташкент, Uchtepa район",Uchtepa,3,70.0,3,4,40500,41.2978921,69.1804708,578.5714285714286
"город Ташкент, Uchtepa район, Чиланзар-26",Uchtepa,2,56.0,2,5,36500,41.2771751,69.1789807,651.7857142857143
"город Ташкент, Chilonzor район, Чиланзар-6",Chilonzor,2,50.0,4,4,33000,41.2857552,69.2117625,660.0
"город Ташкент, Chilonzor район, Чиланзар-19",Chilonzor,2,50.0,1,5,35000,41.2710841,69.1849411,700.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,2,54.0,2,4,36500,41.259418,69.1804708,675.925925925926
"город Ташкент, Chilonzor район, Чиланзар. Евро-люкс",Chilonzor,2,60.0,3,4,39000,41.2948119,69.2087824,650.0
"город Ташкент, Chilonzor район, Чиланзар-6",Chilonzor,2,50.0,4,5,36500,41.2857552,69.2117625,730.0
"город Ташкент, Chilonzor район, Чиланзар-10",Chilonzor,1,36.0,3,4,25000,41.2829494,69.1968618,694.4444444444445
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,1,45.0,3,5,28500,41.259418,69.1804708,633.3333333333334
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,1,42.0,2,5,27500,41.259418,69.1804708,654.7619047619048
"город Ташкент, Chilonzor район, Чиланзар-16",Chilonzor,1,36.0,4,4,24500,41.274633,69.200587,680.5555555555555
"город Ташкент, Mirobod район, Буюк Турон",Mirobod,4,120.0,13,16,66000,41.3105263,69.2696327,550.0
"город Ташкент, Yakkasaroy район, Дамарик",Yakkasaroy,2,118.0,7,8,90000,41.3560707,69.1489148,762.7118644067797
"город Ташкент, Mirzo Ulugbek район, Хумоюн",Mirzo Ulugbek,4,96.0,7,9,48000,41.3427418,69.3875774,500.0
"город Ташкент, Mirobod район, Мирабад",Mirobod,4,175.0,3,12,145000,41.2758912,69.2937133,828.5714285714286
"город Ташкент, Mirzo Ulugbek район, жилой комплекс Goldhill",Mirzo Ulugbek,2,73.0,7,8,42000,41.3466485,69.3328133,575.3424657534247
"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",Mirzo Ulugbek,1,35.0,1,4,28000,41.319567,69.3246635,800.0
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,4,92.0,4,4,89000,41.3245206,69.2773236,967.3913043478261
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634,700.0
"город Ташкент, Mirzo Ulugbek район, площадь Хамида Алимджана",Mirzo Ulugbek,2,77.0,6,18,59000,41.3180348,69.2942247,766.2337662337662
"город Ташкент, Yashnobod район, Городок Авиастроителей 3-й квартал",Yashnobod,2,60.0,4,4,41500,41.2922516,69.3419071,691.6666666666666
"город Ташкент, Yunusobod район, Шахристанская",Yunusobod,3,56.0,4,4,31080,41.3507755,69.2873919,555.0
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,109.0,3,5,80000,41.2673079,69.2415634,733.9449541284404
"город Ташкент, Mirzo Ulugbek район, проезд Каландар",Mirzo Ulugbek,4,110.0,5,9,70000,41.3332552,69.3286094,636.3636363636364
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634,702.6315789473684
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,5,116.0,3,9,90000,41.2697288,69.2512486,775.8620689655172
"город Ташкент, Chilonzor район, Фурката",Chilonzor,3,90.0,5,9,57000,41.3067057,69.244895,633.3333333333334
"город Ташкент, Shayhontohur район, Джарарык",Shayhontohur,5,112.0,9,9,48000,41.3378221,69.1819609,428.57142857142856
"город Ташкент, Yakkasaroy район, Шарафа Рашидова",Yakkasaroy,2,80.0,5,7,80000,41.3091112,69.2672197,1000.0
"город Ташкент, Chilonzor район, Чиланзар17",Chilonzor,2,48.0,2,4,37000,41.271386,69.1961168,770.8333333333334
"город Ташкент, Chilonzor район, Чиланзар  3 квартал",Chilonzor,2,45.0,4,4,35200,41.2855934,69.223683,782.2222222222222
"город Ташкент, Chilonzor район, Чиланзар  5 квартал",Chilonzor,1,46.0,3,12,33500,41.2916859,69.2177228,728.2608695652174
"город Ташкент, Olmzor район, Юкори Себзор",Olmzor,4,83.18,5,5,55000,41.3364873,69.2546579,661.2166386150517
"город Ташкент, Yunusobod район, 3-й проезд Шахристон",Yunusobod,2,56.0,4,4,30000,41.3521537,69.2772063,535.7142857142857
"город Ташкент, Olmzor район, Каракамыш квартал 2/1",Olmzor,2,56.8,3,4,32000,41.3589705,69.2177228,563.3802816901409
"город Ташкент, Shayhontohur район, 1- проезд Султан Жура",Shayhontohur,2,60.0,3,9,46000,41.3275402,69.2102725,766.6666666666666
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,64.0,2,3,43500,41.2807837,69.223683,679.6875
"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,73.0,9,9,57000,41.259418,69.1804708,780.8219178082192
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,100.0,1,9,88000,41.2797359,69.1670599,880.0
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,52.0,1,5,28000,41.2797359,69.1670599,538.4615384615385
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,40.0,4,5,30000,41.2814223,69.1760005,750.0
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,47.0,3,4,33000,41.2924208,69.1737654,702.1276595744681
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,2,47.0,4,4,29500,41.274633,69.200587,627.6595744680851
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,45.0,1,4,38500,41.2894422,69.2058023,855.5555555555555
"город Ташкент, Yashnobod район, Городок Авиастроителей 2-й квартал",Yashnobod,4,136.0,1,9,85000,41.2922516,69.3419071,625.0
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,4,128.0,4,5,140000,41.3141622,69.2368973,1093.75
"город Ташкент, Shayhontohur район, Бешагач",Shayhontohur,4,98.0,1,9,97000,41.2834892,69.2665263,989.795918367347
"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,3,78.0,2,4,48000,41.2978921,69.1804708,615.3846153846154
"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,4,90.0,1,5,68000,41.2606228,69.1638237,755.5555555555555
"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,3,70.0,5,5,50000,41.2606228,69.1638237,714.2857142857143
"город Ташкент, Chilonzor район, Аль-Хорезми-1",Chilonzor,1,42.0,3,4,28000,41.262123,69.1647666,666.6666666666666
"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,2,40.0,4,4,42000,41.2855934,69.223683,1050.0
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,72.0,8,9,47500,41.2948119,69.2087824,659.7222222222222
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,78.0,1,5,68000,41.2916859,69.2177228,871.7948717948718
"город Ташкент, Chilonzor район, Гулистон",Chilonzor,3,72.0,4,9,51500,41.259418,69.1804708,715.2777777777778
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,4,111.0,7,9,67000,41.2814223,69.1760005,603.6036036036036
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,4,84.0,3,5,55000,41.2867929,69.1789807,654.7619047619048
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,1,42.0,1,4,25500,41.2867929,69.1789807,607.1428571428571
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,2,47.0,1,4,41500,41.2710841,69.1849411,882.9787234042553
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,65.0,4,4,42000,41.274633,69.200587,646.1538461538462
"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,2,47.0,4,4,35500,41.281265,69.1879213,755.3191489361702
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,3,68.0,3,4,50000,41.2829494,69.1968618,735.2941176470588
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,1,45.0,6,8,41000,41.2829494,69.1968618,911.1111111111111
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,68.0,4,4,45000,41.2807837,69.223683,661.7647058823529
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,49.0,1,3,58500,41.2807837,69.223683,1193.8775510204082
"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,3,72.0,9,9,36500,41.2953086,69.182706,506.94444444444446
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,80.0,4,5,72000,41.2902787,69.1839655,900.0
"город Ташкент, Chilonzor район, Гулистан",Chilonzor,5,110.0,3,5,78000,41.2654467,69.1602624,709.0909090909091
"город Ташкент, Chilonzor район, Гулистан",Chilonzor,3,72.0,2,4,55200,41.2654467,69.1602624,766.6666666666666
"город Ташкент, Uchtepa район, Кизил Шарк",Uchtepa,2,50.0,2,4,43000,41.3239274,69.2143264,860.0
"город Ташкент, Chilonzor район, Алмазар",Chilonzor,2,58.0,6,9,41000,41.2573956,69.1959189,706.8965517241379
"город Ташкент, Chilonzor район, проспект Бунёдкор",Chilonzor,3,105.0,7,8,130000,41.2753331,69.2052868,1238.095238095238
"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,3,72.0,8,9,48000,41.2978921,69.1804708,666.6666666666666
"город Ташкент, Yunusobod район, Юнусабад 19-й квартал",Yunusobod,2,56.0,4,5,34500,41.3750315,69.3160626,616.0714285714286
"город Ташкент, Shayhontohur район, Фурката",Shayhontohur,4,100.0,7,7,70000,41.3112812,69.2429048,700.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,3,78.0,5,9,50000,41.259418,69.1804708,641.025641025641
"город Ташкент, Chilonzor район, Чиланзар-18",Chilonzor,3,68.0,4,4,34500,41.2729489,69.1916465,507.3529411764706
"город Ташкент, Chilonzor район, Чиланзар-8",Chilonzor,3,70.0,2,5,46000,41.2894422,69.2058023,657.1428571428571
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,1,43.0,1,5,26500,41.259418,69.1804708,616.2790697674419
"город Ташкент, Chilonzor район, Чиланзар-16",Chilonzor,1,36.0,2,4,24700,41.274633,69.200587,686.1111111111111
"город Ташкент, Chilonzor район, Чиланзар-17",Chilonzor,2,50.0,1,5,35000,41.271386,69.1961168,700.0
"город Ташкент, Chilonzor район, Чиланзар-18",Chilonzor,2,50.0,4,4,34500,41.2729489,69.1916465,690.0
"город Ташкент, Chilonzor район, Чиланзар-16",Chilonzor,2,50.0,2,5,36000,41.274633,69.200587,720.0
"город Ташкент, Chilonzor район, Чиланзар-17",Chilonzor,2,60.0,3,9,37500,41.271386,69.1961168,625.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,2,60.0,3,5,39500,41.259418,69.1804708,658.3333333333334
"город Ташкент, Chilonzor район, Чиланзар-Ц",Chilonzor,2,50.0,4,4,33500,41.2798237,69.2058023,670.0
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,2,56.0,1,4,32000,41.259418,69.1804708,571.4285714285714
"город Ташкент, Yakkasaroy район, Тепа",Yakkasaroy,1,42.0,3,4,41498,41.2765672,69.2460335,988.047619047619
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,2,55.0,2,5,35000,41.3550649,69.3585936,636.3636363636364
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,30.0,1,4,26500,41.2807837,69.223683,883.3333333333334
"город Ташкент, Sergeli район, Сергели-VI",Sergeli,3,78.0,1,9,55000,41.210633,69.2281531,705.1282051282051
"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,1,37.0,1,4,28000,41.2657122,69.1819609,756.7567567567568
"город Ташкент, Yashnobod район, Мавлоно Риёзи",Yashnobod,3,70.0,7,9,51000,41.3123276,69.3159192,728.5714285714286
"город Ташкент, Mirobod район, Фергана Йули",Mirobod,1,35.0,3,5,37000,41.2671043,69.3139155,1057.142857142857
"город Ташкент, Olmzor район, Каракамыш квартал 1/3",Olmzor,2,60.0,3,4,39000,41.2847707,69.2288981,650.0
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,1,35.0,2,4,28000,41.2847707,69.2288981,800.0
"город Ташкент, Yashnobod район, Паркент",Yashnobod,2,45.0,5,9,31000,41.3146381,69.3228615,688.8888888888889
"город Ташкент, Olmzor район, Себзар",Olmzor,4,95.0,6,9,72000,41.3333453,69.2475235,757.8947368421053
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,40.0,5,5,31000,41.2697288,69.2512486,775.0
"город Ташкент, Sergeli район, 1-й проезд Дустлик-1",Sergeli,3,80.0,5,5,40000,41.1929191,69.2139976,500.0
"город Ташкент, Chilonzor район, Оқшом тўйхона",Chilonzor,3,96.0,2,4,68000,41.259418,69.1804708,708.3333333333334
"город Ташкент, Chilonzor район, Катта козиробод",Chilonzor,1,30.0,1,4,32000,41.2773103,69.2152083,1066.6666666666667
"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,1,37.0,1,4,28000,41.2657122,69.1819609,756.7567567567568
"город Ташкент, Yashnobod район, Мавлоно Риёзи",Yashnobod,3,70.0,7,9,51000,41.3123276,69.3159192,728.5714285714286
"город Ташкент, Mirobod район, Фергана Йули",Mirobod,1,35.0,3,5,37000,41.2671043,69.3139155,1057.142857142857
"город Ташкент, Olmzor район, Каракамыш квартал 1/3",Olmzor,2,60.0,3,4,39000,41.2847707,69.2288981,650.0
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,1,35.0,2,4,28000,41.2847707,69.2288981,800.0
"город Ташкент, Yashnobod район, Паркент",Yashnobod,2,45.0,5,9,31000,41.3146381,69.3228615,688.8888888888889
"город Ташкент, Olmzor район, Себзар",Olmzor,4,95.0,6,9,72000,41.3333453,69.2475235,757.8947368421053
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,40.0,5,5,31000,41.2697288,69.2512486,775.0
"город Ташкент, Sergeli район, 1-й проезд Дустлик-1",Sergeli,3,80.0,5,5,40000,41.1929191,69.2139976,500.0
"город Ташкент, Chilonzor район, Оқшом тўйхона",Chilonzor,3,96.0,2,4,68000,41.259418,69.1804708,708.3333333333334
"город Ташкент, Chilonzor район, Катта козиробод",Chilonzor,1,30.0,1,4,32000,41.2773103,69.2152083,1066.6666666666667
"город Ташкент, Mirobod район, Чимкент",Mirobod,4,90.0,2,4,105000,41.2799769,69.3049768,1166.6666666666667
"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774,526.3157894736842
"город Ташкент, Yakkasaroy район, Нукус",Yakkasaroy,3,88.0,5,5,45500,41.2765672,69.2460335,517.0454545454545
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634,700.0
"город Ташкент, Shayhontohur район, 1-й проезд Лабзак",Shayhontohur,1,43.0,2,4,37500,41.327974,69.2611824,872.0930232558139
"город Ташкент, Shayhontohur район, 1-й проезд Лабзак",Shayhontohur,2,58.0,2,4,47700,41.327974,69.2611824,822.4137931034483
